Plate,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq_Diff,Cq Std. Dev,CqMin,CqMax,SQ Std. Dev,Starting Quantity (SQ),Dilution Factor,Copy_Number
1,F10,Cy5,HSP90B1,Unkn-22,40C,,32.7280372,33.04683473,0.318797539,0.278241139,32.7685936,33.32507587,7.343121497,45.26225208,5,226.3112604
1,F11,Cy5,HSP90B1,Unkn-22,40C,,33.24079111,33.04683473,0.193956377,0.278241139,32.7685936,33.32507587,7.343121497,31.84131119,5,159.2065559
1,F12,Cy5,HSP90B1,Unkn-22,40C,,33.1716759,33.04683473,0.124841162,0.278241139,32.7685936,33.32507587,7.343121497,33.38718494,5,166.9359247
1,G07,Cy5,HSP90B1,Unkn-15,40C,,34.64987285,34.2819451,0.367927744,0.767391921,33.51455318,35.04933703,6.581800412,12.11258865,5,60.56294326
1,G09,Cy5,HSP90B1,Unkn-15,40C,,33.91401736,34.2819451,0.367927744,0.767391921,33.51455318,35.04933703,6.581800412,20.06514608,5,100.3257304
1,G10,Cy5,HSP90B1,Unkn-23,30C,,32.00730269,31.96473909,0.042563603,0.092939298,31.87179979,32.05767838,4.958409646,74.20567144,5,371.0283572
1,G11,Cy5,HSP90B1,Unkn-23,30C,,32.02877415,31.96473909,0.064035066,0.092939298,31.87179979,32.05767838,4.958409646,73.12079849,5,365.6039924
1,G12,Cy5,HSP90B1,Unkn-23,30C,,31.85814042,31.96473909,0.106598669,0.092939298,31.87179979,32.05767838,4.958409646,82.19990684,5,410.9995342
1,H04,Cy5,HSP90B1,Unkn-08,40C,,33.1727263,33.2239095,0.051183196,0.049224168,33.17468533,33.27313366,1.090189278,33.36313835,5,166.8156917
1,H05,Cy5,HSP90B1,Unkn-08,40C,,33.27090738,33.2239095,0.046997884,0.049224168,33.17468533,33.27313366,1.090189278,31.19030001,5,155.9515
1,H06,Cy5,HSP90B1,Unkn-08,40C,,33.22809481,33.2239095,0.004185313,0.049224168,33.17468533,33.27313366,1.090189278,32.11981745,5,160.5990873
1,H07,Cy5,HSP90B1,Unkn-16,30C,,36.20017077,35.99092747,0.209243306,0.181279923,35.80964754,36.17220739,0.580336555,4.182306356,5,20.91153178
1,H08,Cy5,HSP90B1,Unkn-16,30C,,35.89133967,35.99092747,0.099587801,0.181279923,35.80964754,36.17220739,0.580336555,5.169090237,5,25.84545119
1,H09,Cy5,HSP90B1,Unkn-16,30C,,35.88127196,35.99092747,0.109655505,0.181279923,35.80964754,36.17220739,0.580336555,5.20490972,5,26.0245486
1,H10,Cy5,HSP90B1,Unkn-24,40C,,35.00117791,35.05670583,0.055527918,0.073894935,34.98281089,35.13060076,0.458879556,9.51888437,5,47.59442185
1,H11,Cy5,HSP90B1,Unkn-24,40C,,35.0283632,35.05670583,0.028342628,0.073894935,34.98281089,35.13060076,0.458879556,9.343030677,5,46.71515338
1,H12,Cy5,HSP90B1,Unkn-24,40C,,35.14057638,35.05670583,0.083870546,0.073894935,34.98281089,35.13060076,0.458879556,8.650881917,5,43.25440959
1,A04,FAM,IL1B,Unkn-01,30C,,34.82979289,34.9958027,0.166009813,0.160145509,34.83565719,35.15594821,0.927785554,9.563537024,5,47.81768512
1,A05,FAM,IL1B,Unkn-01,30C,,35.14935646,34.9958027,0.153553758,0.160145509,34.83565719,35.15594821,0.927785554,7.716795034,5,38.58397517
1,A06,FAM,IL1B,Unkn-01,30C,,35.00825875,34.9958027,0.012456054,0.160145509,34.83565719,35.15594821,0.927785554,8.483589792,5,42.41794896
1,A07,FAM,IL1B,Unkn-09,40C,,36.39039913,36.41987356,0.029474426,0.562030445,35.85784311,36.98190401,1.748793201,3.353985561,5,16.7699278
1,A08,FAM,IL1B,Unkn-09,40C,,36.44934799,36.41987356,0.029474426,0.562030445,35.85784311,36.98190401,1.748793201,3.22383114,5,16.1191557
1,A10,FAM,IL1B,Unkn-17,30C,,34.83751942,34.67849097,0.159028452,0.381631164,34.29685981,35.06012214,2.924821089,9.514052904,5,47.57026452
1,A11,FAM,IL1B,Unkn-17,30C,,34.95489079,34.67849097,0.276399821,0.381631164,34.29685981,35.06012214,2.924821089,8.793084185,5,43.96542092
1,A12,FAM,IL1B,Unkn-17,30C,,34.2430627,34.67849097,0.435428273,0.381631164,34.29685981,35.06012214,2.924821089,14.18088277,5,70.90441384
1,B04,FAM,IL1B,Unkn-02,40C,,35.44043341,35.33065627,0.109777144,0.134117065,35.1965392,35.46477333,0.627411901,6.346902146,5,31.73451073
